111,3,スクリーンの最上行の非空白文字に移動,H
112,3,スクリーンの中央の最初の非空白文字に移動,M
113,3,スクリーンの最下行の非空白文字に移動,L
114,3,カーソル行をウィンドウの最上部に描画,zt
115,3,カーソル行をウィンドウの中央に描画,z.
116,3,カーソル行をウィンドウの最下部に描画,z-
117,3,インデントを増やす,>>
118,3,インデントを減らす,<<
119,3,カーソル上の文字を大文字/小文字入れ換える,~
120,3,マクロをレジスタ「a」に記録する,qa
121,3,マクロの記録を終了する,q
122,3,レジスタ「a」のマクロを実行する,@a
123,3,直前のマクロ実行を繰り返す,@@
124,3,全てのレジスタの内容を表示する,:reg
125,3,レジスタ「a」の内容を表示する,:reg a
126,3,全バッファを表示,:ls
127,3,ジャンプリストを確認する,:jumps
128,3,カーソル位置のキーワードを調べる,K
129,3,置換モードに入る,R
130,3,仮想置換モードに入る,gR
131,3,現在行の大文字・小文字を切り替える,g~~
132,3,現在行を大文字に切り替える,gUU
133,3,現在行を小文字に切り替える,guu
134,3,ファイル全体を自動インデント,gg=G
135,3,カーソル位置の単語を下方向に検索,*
136,3,カーソル位置の単語を上方向に検索,#
137,3,ファイル全体の「vi」を「vim」に一括置換,:%s/vi/vim/g
138,3,ファイル全体の「vi」を「vim」に確認含め置換,:%s/vi/vim/gc
139,3,最後に選択したビジュアルモード範囲を再選択,gv
140,3,最後の検索パターンを下方向に検索、ビジュアル選択,gn
141,3,最後の検索パターンを上方向に検索、ビジュアル選択,gN
142,3,シェルでコマンドを実行する,:!
143,3,カレントファイルを再度開く,:e
144,3,カレントファイルのディレクトリを開く,:E
145,3,カーソルの後ろに、指定したファイルの文を挿入,:r
146,3,カーソルの後ろに、指定したコマンド結果を挿入,:r !
147,3,次の段落に移動,}
148,3,前の段落に移動,{
149,3,カーソル位置を「m」にマークする,mm
150,3,マーク「m」にジャンプする,`m
151,3,カーソル位置からマーク「m」までをヤンクする,y'm
152,3,カーソル位置からマーク「m」までを削除する,d'm
153,3,Vimが終了した際にマークされた位置に移動,`0
154,3,ファイルを最後に終了した時のカーソル位置に移動,"`"""
155,3,ファイルの最後の変更された位置に移動,`.
156,3,ジャンプする直前や「m’」が実行された位置に移動,``
157,3,現在のマークリストを確認する,:marks
158,3,検索ハイライトを非表示にする,:noh
159,3,新しいタブを開く - edit,:tabe
160,3,新しいタブを開く - new,:tabnew
161,3,現在のファイルを新しいタブで開く,:tab split
162,3,現在のタブを閉じる,:tabc
163,3,現在のタブ以外のタブを全て閉じる,:tabo
164,3,次のタブページへ移動,gt
165,3,前のタブページへ移動,gT
166,3,最初のタブページに移動,:tabr
167,3,最後のタブページに移動,:tabl
168,3,タブページの一覧を表示する,:tabs
169,3,タブページを並べ替える,:tabm
170,3,カレントウィンドウを2つに水平分割する,:split
171,3,カレントウィンドウを2つに垂直分割する,:vsplit
172,3,最後に実行した置換を繰り返す,&
173,3,最後に実行した置換を全ての行で繰り返す,g&
174,3,現在の行をコピーし、ファイルの末尾に追加,:t$
175,3,現在の行をコピーし、 ファイルの1行目に追加,:t0
176,3,Exコマンドを繰り返す,@:
177,3,カーソル上の1文字を後の1文字と入れ替える,xp
178,3,カーソル上の1行を後の1行と入れ替える,ddp
179,3,変更された全てのファイルを保存する,:wa
180,3,変更された全てのファイルを読込専用含め保存する,:wa!
181,3,ファイル全体の空行を削除,:v/./d
182,3,全行をソートする,:sort
183,3,指定したファイルに対してパターン検索する,:vim
