1,1,左にカーソル移動,h
2,1,右にカーソル移動,l
3,1,下にカーソル移動,j
4,1,上にカーソル移動,k
5,1,カーソル上の1文字を削除,x
6,1,カーソル上の1文字を置換,r
7,1,編集を取り消す,u
8,1,取り消しを取り消す,ctrl - r
9,1,次の単語の先頭に移動,w
10,1,直前の単語の先頭に移動,b
11,1,次の単語の末尾に移動,e
12,1,直前の単語の末尾に移動,ge
13,1,行頭に移動,0
14,1,行頭から最初の文字に移動,^
15,1,行末に移動,$
16,1,対応する括弧に移動,%
